date,store_id,sales,promo,day_of_week,month,quarter,is_weekend,is_holiday,lag_1,lag_7,rolling_mean_7,rolling_std_7,growth_rate,temp,rain_prob
2023-01-08,3,214.8,0,6,1,1,1,0,181.1,331.4,215.07142857142853,52.53499513929462,0.1860850358917725,12.1816851753197,1.0
2023-01-08,2,256.0,0,6,1,1,1,0,164.6,287.0,213.14285714285714,74.74387058800335,0.1918063314711358,12.1816851753197,1.0
2023-01-08,1,294.1,1,6,1,1,1,0,109.7,155.9,229.72,65.97600674992893,0.1488281250000001,12.1816851753197,1.0
2023-01-09,1,193.5,0,0,1,1,0,0,294.1,203.8,228.24857142857144,66.76062597783503,-0.3420605236314179,20.0,0.0
2023-01-09,2,209.3,0,0,1,1,0,0,256.0,266.3,205.0,70.99861500996576,0.08165374677002579,20.0,0.0
2023-01-09,3,288.1,1,0,1,1,0,0,214.8,289.7,214.84285714285716,52.15831212577263,0.3764930721452462,20.0,0.0
2023-01-10,1,279.9,0,1,1,1,0,0,193.5,292.64000000000004,226.42857142857142,64.85922484596195,-0.028462339465463504,27.8183148246803,0.0
2023-01-10,2,251.5,0,1,1,1,0,0,209.3,266.6,202.84285714285716,69.0168302455485,-0.10146480886030718,27.8183148246803,0.0
2023-01-10,3,224.5,0,1,1,1,0,0,288.1,216.6,215.97142857142856,52.28797549104744,-0.10735586481113324,27.8183148246803,0.0
2023-01-11,1,258.7,1,2,1,1,0,0,279.9,218.8,232.1285714285714,65.82316497722552,0.1523385300668152,29.749279121818237,0.0
2023-01-11,2,256.5,1,2,1,1,0,0,251.5,216.6,208.54285714285717,71.92859554546341,-0.008504058755315014,29.749279121818237,0.0
2023-01-11,3,259.7,0,2,1,1,0,0,224.5,269.0,214.64285714285717,50.81337937797013,0.012475633528264973,29.749279121818237,0.0
2023-01-12,3,216.1,1,3,1,1,0,0,259.7,201.3,216.75714285714284,50.47243000367811,-0.16788602233346173,24.33883739117558,0.0
2023-01-12,2,185.8,0,3,1,1,0,0,256.5,256.3,198.47142857142856,69.00337465867676,-0.14021286441462277,24.33883739117558,0.0
2023-01-12,1,157.0,0,3,1,1,0,0,258.7,210.0,224.55714285714285,71.58849668167964,-0.1550053821313241,24.33883739117558,0.0
2023-01-13,1,29.4,0,4,1,1,0,0,157.0,279.0,188.9,97.44377866236509,-0.8127388535031848,15.66116260882442,0.0
2023-01-13,2,157.5,0,4,1,1,0,0,185.8,65.6,211.6,43.56244560015734,4.357142857142858,15.66116260882442,0.0
2023-01-13,3,141.9,1,4,1,1,0,0,216.1,133.0,218.02857142857144,48.06560496813055,-0.09904761904761905,15.66116260882442,0.0
2023-01-14,1,254.4,1,5,1,1,1,0,29.4,109.7,209.57142857142858,93.09331723752094,0.7928118393234671,10.250720878181763,1.0
2023-01-14,2,239.3,1,5,1,1,1,0,157.5,164.6,222.27142857142857,39.04538872840661,-0.059355345911949686,10.250720878181763,1.0
2023-01-14,3,216.3,0,5,1,1,1,0,141.9,181.1,223.05714285714288,45.32121861934929,-0.0961136648558295,10.250720878181763,1.0
2023-01-15,1,244.3,1,6,1,1,1,0,254.4,294.1,202.45714285714286,87.27819233429881,0.12944983818770228,12.1816851753197,1.0
2023-01-15,2,197.9,0,6,1,1,1,0,239.3,256.0,213.9714285714286,36.790792067477724,-0.1899304134261155,12.1816851753197,1.0
2023-01-15,3,243.0,1,6,1,1,1,0,216.3,214.8,227.08571428571432,45.71653342688423,0.22789287518948953,12.1816851753197,1.0
2023-01-16,3,213.2,0,0,1,1,0,1,243.0,288.1,216.3857142857143,36.98794526921021,-0.12263374485596712,20.0,0.0
2023-01-16,2,312.9,1,0,1,1,0,1,197.9,209.3,228.77142857142854,52.20653580685449,0.4676360225140712,20.0,0.0
2023-01-16,1,265.5,0,0,1,1,0,1,244.3,193.5,212.74285714285716,90.23903178305304,-0.15148609779482258,20.0,0.0
2023-01-17,1,297.9,0,1,1,1,0,0,265.5,279.9,215.31428571428572,92.69472168668196,0.1220338983050846,27.8183148246803,0.0
2023-01-17,2,364.6,1,1,1,1,0,0,312.9,251.5,244.92857142857142,73.55108687811745,0.2239006377979189,27.8183148246803,0.0
